 Title:, Report generated using easywire version: 2020.1.0.7085

 Operator:, Line Supervisor
 S/N:, 03AA0B0071
 Final Test Result:, Passed
 Run Number:, 631
 Cable Number:, 1
 Station ID:, CIRRIS 1
 Test Date:, 11/4/2025
 Test Time:, 9:47:06 AM
 Retry Count:, 0
 Test Name:, 11989-0312-Resistance Inverted Rev A

 Title:, Error Details

 #, Type, From Points, To Points, Expected 1, Measured 1, Expected 2, Measured 2, Instruction Detail

 Title:, Measured Values

 #, Instruction Type, From Points, To Points, Value Measured, Value Expected, Measured Detail
 1, LUA COMPONENT, , , 1.000, , (Prompt 1) Scan Barcode for Process#-Description: 17b
 700, 4WIRE, C20-DIB (FS57), E68-P2 (FS57), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 701, 4WIRE, C18-DIB (FS58), E70-P2 (FS58), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 702, 4WIRE, C15-DIB (FS59), E73-P2 (FS59), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 703, 4WIRE, C13-DIB (FS60), E75-P2 (FS60), 152 mOhm, 500 mOhm, Measured 152 mOhm 
 704, 4WIRE, C9-DIB (FS61), E79-P2 (FS61), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 705, 4WIRE, C7-DIB (FS62), E81-P2 (FS62), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 706, 4WIRE, C4-DIB (FS63), E84-P2 (FS63), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 707, 4WIRE, C2-DIB (FS64), E86-P2 (FS64), 153 mOhm, 500 mOhm, Measured 153 mOhm 
 708, 4WIRE, E2-DIB (RS1), E2-P1 (RS1), 147 mOhm, 500 mOhm, Measured 147 mOhm 
 709, 4WIRE, E4-DIB (RS2), E4-P1 (RS2), 152 mOhm, 500 mOhm, Measured 152 mOhm 
 710, 4WIRE, E7-DIB (RS3), E7-P1 (RS3), 153 mOhm, 500 mOhm, Measured 153 mOhm 
 711, 4WIRE, E9-DIB (RS4), E9-P1 (RS4), 156 mOhm, 500 mOhm, Measured 156 mOhm 
 712, 4WIRE, E13-DIB (RS5), E13-P1 (RS5), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 713, 4WIRE, E15-DIB (RS6), E15-P1 (RS6), 156 mOhm, 500 mOhm, Measured 156 mOhm 
 714, 4WIRE, E18-DIB (RS7), E18-P1 (RS7), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 715, 4WIRE, E20-DIB (RS8), E20-P1 (RS8), 156 mOhm, 500 mOhm, Measured 156 mOhm 
 716, 4WIRE, E24-DIB (RS9), E24-P1 (RS9), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 717, 4WIRE, E26-DIB (RS10), E26-P1 (RS10), 164 mOhm, 500 mOhm, Measured 164 mOhm 
 718, 4WIRE, E29-DIB (RS11), E29-P1 (RS11), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 719, 4WIRE, E31-DIB (RS12), E31-P1 (RS12), 153 mOhm, 500 mOhm, Measured 153 mOhm 
 720, 4WIRE, E35-DIB (RS13), E35-P1 (RS13), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 721, 4WIRE, E37-DIB (RS14), E37-P1 (RS14), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 722, 4WIRE, E40-DIB (RS15), E40-P1 (RS15), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 723, 4WIRE, E42-DIB (RS16), E42-P1 (RS16), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 724, 4WIRE, E47-DIB (RS17), E47-P1 (RS17), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 725, 4WIRE, E49-DIB (RS18), E49-P1 (RS18), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 726, 4WIRE, E52-DIB (RS19), E52-P1 (RS19), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 727, 4WIRE, E54-DIB (RS20), E54-P1 (RS20), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 728, 4WIRE, E58-DIB (RS21), E58-P1 (RS21), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 729, 4WIRE, E60-DIB (RS22), E60-P1 (RS22), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 730, 4WIRE, E63-DIB (RS23), E63-P1 (RS23), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 731, 4WIRE, E65-DIB (RS24), E65-P1 (RS24), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 732, 4WIRE, E69-DIB (RS25), E69-P1 (RS25), 147 mOhm, 500 mOhm, Measured 147 mOhm 
 733, 4WIRE, E71-DIB (RS26), E71-P1 (RS26), 154 mOhm, 500 mOhm, Measured 154 mOhm 
 734, 4WIRE, E74-DIB (RS27), E74-P1 (RS27), 155 mOhm, 500 mOhm, Measured 155 mOhm 
 735, 4WIRE, E76-DIB (RS28), E76-P1 (RS28), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 736, 4WIRE, E80-DIB (RS29), E80-P1 (RS29), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 737, 4WIRE, E82-DIB (RS30), E82-P1 (RS30), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 738, 4WIRE, E85-DIB (RS31), E85-P1 (RS31), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 739, 4WIRE, E87-DIB (RS32), E87-P1 (RS32), 159 mOhm, 500 mOhm, Measured 159 mOhm 
 740, 4WIRE, C86-DIB (RS33), E2-P2 (RS33), 155 mOhm, 500 mOhm, Measured 155 mOhm 
 741, 4WIRE, C84-DIB (RS34), E4-P2 (RS34), 152 mOhm, 500 mOhm, Measured 152 mOhm 
 742, 4WIRE, C81-DIB (RS35), E7-P2 (RS35), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 743, 4WIRE, C79-DIB (RS36), E9-P2 (RS36), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 744, 4WIRE, C75-DIB (RS37), E13-P2 (RS37), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 745, 4WIRE, C73-DIB (RS38), E15-P2 (RS38), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 746, 4WIRE, C70-DIB (RS39), E18-P2 (RS39), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 747, 4WIRE, C68-DIB (RS40), E20-P2 (RS40), 148 mOhm, 500 mOhm, Measured 148 mOhm 
 748, 4WIRE, C64-DIB (RS41), E24-P2 (RS41), 160 mOhm, 500 mOhm, Measured 160 mOhm 
 749, 4WIRE, C62-DIB (RS42), E26-P2 (RS42), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 750, 4WIRE, C59-DIB (RS43), E29-P2 (RS43), 154 mOhm, 500 mOhm, Measured 154 mOhm 
 751, 4WIRE, C57-DIB (RS44), E31-P2 (RS44), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 752, 4WIRE, C53-DIB (RS45), E35-P2 (RS45), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 753, 4WIRE, C51-DIB (RS46), E37-P2 (RS46), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 754, 4WIRE, C48-DIB (RS47), E40-P2 (RS47), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 755, 4WIRE, C46-DIB (RS48), E42-P2 (RS48), 154 mOhm, 500 mOhm, Measured 154 mOhm 
 756, 4WIRE, C41-DIB (RS49), E47-P2 (RS49), 153 mOhm, 500 mOhm, Measured 153 mOhm 
 757, 4WIRE, C39-DIB (RS50), E49-P2 (RS50), 145 mOhm, 500 mOhm, Measured 145 mOhm 
 758, 4WIRE, C36-DIB (RS51), E52-P2 (RS51), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 759, 4WIRE, C34-DIB (RS52), E54-P2 (RS52), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 760, 4WIRE, C30-DIB (RS53), E58-P2 (RS53), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 761, 4WIRE, C28-DIB (RS54), E60-P2 (RS54), 149 mOhm, 500 mOhm, Measured 149 mOhm 
 762, 4WIRE, C25-DIB (RS55), E63-P2 (RS55), 140 mOhm, 500 mOhm, Measured 140 mOhm 
 763, 4WIRE, C23-DIB (RS56), E65-P2 (RS56), 142 mOhm, 500 mOhm, Measured 142 mOhm 
 764, 4WIRE, C19-DIB (RS57), E69-P2 (RS57), 144 mOhm, 500 mOhm, Measured 144 mOhm 
 765, 4WIRE, C17-DIB (RS58), E71-P2 (RS58), 150 mOhm, 500 mOhm, Measured 150 mOhm 
 766, 4WIRE, C14-DIB (RS59), E74-P2 (RS59), 148 mOhm, 500 mOhm, Measured 148 mOhm 
 767, 4WIRE, C12-DIB (RS60), E76-P2 (RS60), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 768, 4WIRE, C8-DIB (RS61), E80-P2 (RS61), 143 mOhm, 500 mOhm, Measured 143 mOhm 
 769, 4WIRE, C6-DIB (RS62), E82-P2 (RS62), 146 mOhm, 500 mOhm, Measured 146 mOhm 
 770, 4WIRE, C3-DIB (RS63), E85-P2 (RS63), 152 mOhm, 500 mOhm, Measured 152 mOhm 
 771, 4WIRE, C1-DIB (RS64), E87-P2 (RS64), 151 mOhm, 500 mOhm, Measured 151 mOhm 
 772, 4WIRE, D44-P1 (GND), A45-P1 (ID1), 84 mOhm, 500 mOhm, Measured 84 mOhm 
 773, 4WIRE, D44-P1 (GND), B43-P1 (ID2), 84 mOhm, 500 mOhm, Measured 84 mOhm 
 774, 4WIRE, D44-P1 (GND), D43-P1 (ID4), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 775, 4WIRE, D44-P1 (GND), D45-P1 (ID5), 72 mOhm, 500 mOhm, Measured 72 mOhm 
 776, 4WIRE, D44-P1 (GND), E43-P1 (ID6), 85 mOhm, 500 mOhm, Measured 85 mOhm 
 777, 4WIRE, D44-P1 (GND), E45-P1 (ID7), 73 mOhm, 500 mOhm, Measured 73 mOhm 
 778, 4WIRE, D44-P2 (GND), A43-P2 (ID1), 87 mOhm, 500 mOhm, Measured 87 mOhm 
 779, 4WIRE, D44-P2 (GND), B45-P2 (ID2), 77 mOhm, 500 mOhm, Measured 77 mOhm 
 780, 4WIRE, D44-P2 (GND), D45-P2 (ID4), 76 mOhm, 500 mOhm, Measured 76 mOhm 
 781, 4WIRE, D44-P2 (GND), D43-P2 (ID5), 78 mOhm, 500 mOhm, Measured 78 mOhm 
 782, 4WIRE, D44-P2 (GND), E45-P2 (ID6), 75 mOhm, 500 mOhm, Measured 75 mOhm 
 783, 4WIRE, D44-P2 (GND), E43-P2 (ID7), 77 mOhm, 500 mOhm, Measured 77 mOhm 

